review_uid,product_name,product_price,product_type,username_1,username_2,rating,review_content,review_date
41165201,,,,,정**,5.0,"믹순 PICK
                                


                            이거완전대박이예요 하루만에 피부가틀려져요아침저녁으로두번 꼭쓰고있는데 진짜 명품이고뭐고다써봤지만 이거 완전짱인듯",
41520775,,,,,황**,5.0,"믹순 PICK
                                


                            할인 이벤트도 있고 원액이라고해서 구매해봤어요.솔직히 광고도 많이하고 리뷰도 있었지만 믿지 않습니다 ; 리뷰가 아무리 좋아도 막상 구매해서 사용해보면 .. 다르더라구여 사람마다 다르니까요..ㅎㅎ 근데 믹순 에센스 레이어링 세트를 사용하고 정말 피부결이 달라지더라구여 . 저랑은 매우 잘 맞습니다 ㅠ_ㅠ 아무리 발라도 채워지지 않던 제 피부가.. 몇 일만에 결이 달라지는걸 느끼니 너무 좋았습니다. 그리고 씻을때도 .. 부드러운게 확실히 채워졌구나 싶더라구여 . . 원액이라 그런가여 ..ㅠ .. 효과 톡톡하게 보고 세트 no.2도 바로 구매했어요^^ ; 이제 밝아져볼 생각입니다 .. 이것도 효과를 봤으면 좋겠네요 ㅎ 스킨 -> 믹순 에센스 레이어링 세트no.1 (1,2,3)->수분크림->아이크림으로 마무리 했습니다 . 이제 아무래도 .. 믹순에서 못벗어날것같은느낌이네요 ^^ ; 이벤트 많이 많이 해주세요 ~;ㅎㅎ",
45418658,,,,,장**,5.0,"재구매 리뷰
                                



                                    믹순 PICK
                                


                            진짜 너무 좋았어요. 배송받자마자 낮에 한번 바르는데 스며드는데 반하고 저녁에 바르고 잤는데 반나절 지났을뿐인데 진짜 피부결이 달라졌어요 ㅠㅠ 알수없는 두드러기 등으로도 고생중이었는데 싹 없어지고 피부결도 좋아지는데다 그러다보니 피부색도 밝아지는 느낌이었어요. 이거 재구매를 넘어 정착템입니다 완전! 추천해서 남편도 같이 쓰고있어요!",
45674178,,,,,이**,5.0,"믹순 PICK
                                


                            제가 만 60세인데. 요즘 건조하고 열나고 해서 후기보니 좋다고 하기에 얼마나 좋으려나 하고 구매해 보니 포장부터 넘 심플하고 누군가에게 선물받는 느낌이였습니다아침저녁 듬뿍 발랐는데 어머나 하루바르고 이렇게 피부가 촉촉할수가 넘~~ 깜놀한달바르면 아기피부되겠는걸.. 할정도로 저는 대 만족입니다앞으로도 가성비 있는 좋은제품 만들어 주세요 앞으로 화장대가 믹순으로 바뀔것 같은 예감이 드네요..감사히 잘 쓰겠습니다",
46804432,,,,,홍**,5.0,"믹순 PICK
                                


                            엄청 예민한 피부를 가진 사람입니다 모든제품 한두번만 발라보면 안맞아서 못쓰고 .이제품 우연히 광고보고 알게되서 속는셈 치고 샀습니다.제 구입 기준은 성분이 최대한 간단할것 최대한 뭔가 첨가된거 없는걸 사는겁니다.성분 거의2가지??그래서 선택 피부과 치료후 일부러 발라봤습니다 .다른거 다 안쓰고 이것만 발랐습니다. 정말 트러블 안나는중  이틀째 입니다.계속 써보고 다른 제품도 차츰 구입해 보려 합니다.앞으로도 진실한 제품 순수한 성분만 다른거 많이 안섞인 제품   계속 만들어 주세요",
40930823,,,,,이**,5.0,"믹순 PICK
                                


                            유튜브에서 추천받고 구매했는데 왜 대박이라고 했는지 알겠어요. 일단 그 핵심성분만 완전 100% 들었다고 하니까 엄청 신뢰가 가기도 하구, 실제로 써보니까 피부에 한 겹 한 겹 흡수시킬수록 영양이 꽉 차는 느낌? 왜 세개를 같이 써야 하는지 써보자마자 바로 알았어요! 다 쓰면 또 살거예요..",
38783302,,,,,최**,5.0,"믹순 PICK
                                


                            믹순 피부 지인짜 좋은 친구가 추천해줘서 알게 됐어요! 하나만 쓸 때보다 여러개 같이 레이어링해서 써야 좋다길래 안 그래도 어떤 에센스를 사야 고민이었는데 마침 딱 세트가 있더라구요? (친구말로는 최근에 새로 생긴것 같다는데 맞나요ㅎㅎ)통상적으로 생각하는 에센스 제형이 아니라 되게 워터리하고 묽은데 그래서 흡수가 진짜 잘 되는것 같아요. 배송받자마자 그 날 저녁에 써봤는데 진짜 속에서부터 수분이 차오르는 느낌..? 안색도 밝아지는 것 같구 너무 만족합니다. 꾸준히 써보려구요!",
38788020,,,,,지**,5.0,"믹순 PICK
                                


                            매일 아침저녁으로 1분씩 찹찹하고 있어요~얼굴부터 목까지 충분히 흡수시켜주고 콩크림 두번 덧발라주면아침 일어났을 때 피부에 광이납니다피부광, 피부톤, 피부결 3종 개선에서 제가 직접 검증한건 광, 결이고톤업까지 되는지는 좀 더 써보고 또 올릴게요!지금까지는 대~~만족! 에센스 3개 바르고 꼭 크림으로에센스가 달아나지 않게 막아줘야 효과봐요!!",
5366242,,,,,오**,5.0,"믹순 PICK
                                


                            바르고 다음날 부터 즉각적으로 효과가 나타나 신기하면서도 너무 만족스럽네요~ 이리 저리 섞어 바를 수로 있어 너무 좋습니다",
15536789,,,,,이**,5.0,"믹순 PICK
                                


                            이것밖에 못쓰고있어요. 정말 일년동안 피부염으로 고생고생하면서 제품에 쓴돈만 해도 어마어마한데. 역시 피부는 좋은성분을 바로알아보는것 같아요. 그 많고 얼룩덜룩하던 트러블들이 쏙들어갔어요. 망설이지말고 구매하세요~",
